accuracy,precision,recall,f1_score,confusion_matrix,classification_report,config
0.49910109592414725,0.24910190395268483,0.49910109592414725,0.33233503014567756,"[[0, 0, 3065, 0], [0, 0, 3115, 0], [0, 0, 20266, 0], [0, 0, 14159, 0]]","              precision    recall  f1-score   support

    hypernym       0.00      0.00      0.00      3065
     hyponym       0.00      0.00      0.00      3115
        none       0.50      1.00      0.67     20266
    synonymy       0.00      0.00      0.00     14159

    accuracy                           0.50     40605
   macro avg       0.12      0.25      0.17     40605
weighted avg       0.25      0.50      0.33     40605
","{'lr': 0.1, 'num_epochs': 20, 'batch_size': 64, 'hidden_sizes': '[128, 64]', 'activation': 'sigmoid', 'optimizer': 'Adam', 'dropout_rate': 0.0, 'postive_percentage': 0.7}"
0.49910109592414725,0.24910190395268483,0.49910109592414725,0.33233503014567756,"[[0, 0, 3065, 0], [0, 0, 3115, 0], [0, 0, 20266, 0], [0, 0, 14159, 0]]","              precision    recall  f1-score   support

    hypernym       0.00      0.00      0.00      3065
     hyponym       0.00      0.00      0.00      3115
        none       0.50      1.00      0.67     20266
    synonymy       0.00      0.00      0.00     14159

    accuracy                           0.50     40605
   macro avg       0.12      0.25      0.17     40605
weighted avg       0.25      0.50      0.33     40605
","{'lr': 0.1, 'num_epochs': 20, 'batch_size': 32, 'hidden_sizes': '[128]', 'activation': 'relu', 'optimizer': 'Adam', 'dropout_rate': 0.0, 'postive_percentage': 0.7}"
0.7721815659826852,0.7624560518107301,0.7721815659826852,0.7453335421966569,"[[250, 26, 2441, 412], [11, 1294, 1368, 453], [126, 339, 19566, 1368], [27, 218, 2737, 11178]]","              precision    recall  f1-score   support

    hypernym       0.60      0.08      0.14      3129
     hyponym       0.69      0.41      0.52      3126
        none       0.75      0.91      0.82     21399
    synonymy       0.83      0.79      0.81     14160

    accuracy                           0.77     41814
   macro avg       0.72      0.55      0.57     41814
weighted avg       0.76      0.77      0.75     41814
","{'lr': 0.001, 'num_epochs': 20, 'batch_size': 32, 'hidden_sizes': '[256]', 'activation': 'sigmoid', 'optimizer': 'Adam', 'dropout_rate': 0.0, 'postive_percentage': 0.6}"
0.8595446501171856,0.8572215388665796,0.8595446501171856,0.855277502635688,"[[1664, 29, 1123, 313], [16, 2045, 725, 340], [367, 237, 19417, 1378], [78, 113, 1154, 12815]]","              precision    recall  f1-score   support

    hypernym       0.78      0.53      0.63      3129
     hyponym       0.84      0.65      0.74      3126
        none       0.87      0.91      0.89     21399
    synonymy       0.86      0.91      0.88     14160

    accuracy                           0.86     41814
   macro avg       0.84      0.75      0.79     41814
weighted avg       0.86      0.86      0.86     41814
","{'lr': 1e-05, 'num_epochs': 50, 'batch_size': 256, 'hidden_sizes': '[512]', 'activation': 'sigmoid', 'optimizer': 'Adam', 'dropout_rate': 0.0, 'postive_percentage': 0.6}"
0.7243746113741809,0.7199870939359472,0.7243746113741809,0.6752926160246085,"[[100, 14, 2306, 709], [9, 205, 2003, 909], [28, 32, 19324, 2015], [10, 48, 3442, 10660]]","              precision    recall  f1-score   support

    hypernym       0.68      0.03      0.06      3129
     hyponym       0.69      0.07      0.12      3126
        none       0.71      0.90      0.80     21399
    synonymy       0.75      0.75      0.75     14160

    accuracy                           0.72     41814
   macro avg       0.71      0.44      0.43     41814
weighted avg       0.72      0.72      0.68     41814
","{'lr': 0.0001, 'num_epochs': 50, 'batch_size': 128, 'hidden_sizes': '[256]', 'activation': 'tanh', 'optimizer': 'SGD', 'dropout_rate': 0.0, 'postive_percentage': 0.6}"
0.8838905629693404,0.8829281457652814,0.8838905629693404,0.8823839211201343,"[[2017, 63, 950, 99], [40, 2448, 516, 122], [327, 390, 19730, 952], [78, 160, 1158, 12764]]","              precision    recall  f1-score   support

    hypernym       0.82      0.64      0.72      3129
     hyponym       0.80      0.78      0.79      3126
        none       0.88      0.92      0.90     21399
    synonymy       0.92      0.90      0.91     14160

    accuracy                           0.88     41814
   macro avg       0.85      0.81      0.83     41814
weighted avg       0.88      0.88      0.88     41814
","{'lr': 1e-05, 'num_epochs': 50, 'batch_size': 512, 'hidden_sizes': '[1024, 512, 256, 128, 64]', 'activation': 'relu', 'optimizer': 'Adam', 'dropout_rate': 0.0, 'postive_percentage': 0.6}"
0.49910109592414725,0.24910190395268483,0.49910109592414725,0.33233503014567756,"[[0, 0, 3065, 0], [0, 0, 3115, 0], [0, 0, 20266, 0], [0, 0, 14159, 0]]","              precision    recall  f1-score   support

    hypernym       0.00      0.00      0.00      3065
     hyponym       0.00      0.00      0.00      3115
        none       0.50      1.00      0.67     20266
    synonymy       0.00      0.00      0.00     14159

    accuracy                           0.50     40605
   macro avg       0.12      0.25      0.17     40605
weighted avg       0.25      0.50      0.33     40605
","{'lr': 0.1, 'num_epochs': 20, 'batch_size': 512, 'hidden_sizes': '[128]', 'activation': 'sigmoid', 'optimizer': 'Adam', 'dropout_rate': 0.0, 'postive_percentage': 0.7}"
0.49910109592414725,0.24910190395268483,0.49910109592414725,0.33233503014567756,"[[0, 0, 3065, 0], [0, 0, 3115, 0], [0, 0, 20266, 0], [0, 0, 14159, 0]]","              precision    recall  f1-score   support

    hypernym       0.00      0.00      0.00      3065
     hyponym       0.00      0.00      0.00      3115
        none       0.50      1.00      0.67     20266
    synonymy       0.00      0.00      0.00     14159

    accuracy                           0.50     40605
   macro avg       0.12      0.25      0.17     40605
weighted avg       0.25      0.50      0.33     40605
","{'lr': 0.1, 'num_epochs': 20, 'batch_size': 256, 'hidden_sizes': '[128]', 'activation': 'relu', 'optimizer': 'SGD', 'dropout_rate': 0.0, 'postive_percentage': 0.7}"
0.6139570478787009,0.5962988649782576,0.6139570478787009,0.5342544485489557,"[[0, 0, 3077, 52], [0, 0, 3043, 83], [0, 0, 20976, 423], [0, 0, 9464, 4696]]","              precision    recall  f1-score   support

    hypernym       0.00      0.00      0.00      3129
     hyponym       0.00      0.00      0.00      3126
        none       0.57      0.98      0.72     21399
    synonymy       0.89      0.33      0.48     14160

    accuracy                           0.61     41814
   macro avg       0.37      0.33      0.30     41814
weighted avg       0.60      0.61      0.53     41814
","{'lr': 0.01, 'num_epochs': 50, 'batch_size': 32, 'hidden_sizes': '[512]', 'activation': 'sigmoid', 'optimizer': 'SGD', 'dropout_rate': 0.0, 'postive_percentage': 0.6}"
0.49910109592414725,0.24910190395268483,0.49910109592414725,0.33233503014567756,"[[0, 0, 3065, 0], [0, 0, 3115, 0], [0, 0, 20266, 0], [0, 0, 14159, 0]]","              precision    recall  f1-score   support

    hypernym       0.00      0.00      0.00      3065
     hyponym       0.00      0.00      0.00      3115
        none       0.50      1.00      0.67     20266
    synonymy       0.00      0.00      0.00     14159

    accuracy                           0.50     40605
   macro avg       0.12      0.25      0.17     40605
weighted avg       0.25      0.50      0.33     40605
","{'lr': 0.1, 'num_epochs': 20, 'batch_size': 256, 'hidden_sizes': '[512]', 'activation': 'relu', 'optimizer': 'Adam', 'dropout_rate': 0.0, 'postive_percentage': 0.7}"
0.8890562969340412,0.8929623324209722,0.8890562969340412,0.8887856808692686,"[[2336, 61, 472, 260], [24, 2650, 317, 135], [517, 621, 18452, 1809], [29, 83, 311, 13737]]","              precision    recall  f1-score   support

    hypernym       0.80      0.75      0.77      3129
     hyponym       0.78      0.85      0.81      3126
        none       0.94      0.86      0.90     21399
    synonymy       0.86      0.97      0.91     14160

    accuracy                           0.89     41814
   macro avg       0.85      0.86      0.85     41814
weighted avg       0.89      0.89      0.89     41814
","{'lr': 0.0001, 'num_epochs': 50, 'batch_size': 32, 'hidden_sizes': '[256, 128, 64]', 'activation': 'tanh', 'optimizer': 'Adam', 'dropout_rate': 0.0, 'postive_percentage': 0.6}"
0.5166605097894348,0.5174920101135212,0.5166605097894348,0.378513228551315,"[[0, 0, 3027, 38], [0, 0, 3086, 29], [0, 0, 20024, 242], [0, 0, 13204, 955]]","              precision    recall  f1-score   support

    hypernym       0.00      0.00      0.00      3065
     hyponym       0.00      0.00      0.00      3115
        none       0.51      0.99      0.67     20266
    synonymy       0.76      0.07      0.12     14159

    accuracy                           0.52     40605
   macro avg       0.32      0.26      0.20     40605
weighted avg       0.52      0.52      0.38     40605
","{'lr': 1e-05, 'num_epochs': 50, 'batch_size': 512, 'hidden_sizes': '[256]', 'activation': 'sigmoid', 'optimizer': 'SGD', 'dropout_rate': 0.0, 'postive_percentage': 0.7}"
0.5117663940307074,0.26190484205919334,0.5117663940307074,0.346488509194726,"[[0, 0, 3129, 0], [0, 0, 3126, 0], [0, 0, 21399, 0], [0, 0, 14160, 0]]","              precision    recall  f1-score   support

    hypernym       0.00      0.00      0.00      3129
     hyponym       0.00      0.00      0.00      3126
        none       0.51      1.00      0.68     21399
    synonymy       0.00      0.00      0.00     14160

    accuracy                           0.51     41814
   macro avg       0.13      0.25      0.17     41814
weighted avg       0.26      0.51      0.35     41814
","{'lr': 0.1, 'num_epochs': 20, 'batch_size': 32, 'hidden_sizes': '[256, 128, 64]', 'activation': 'relu', 'optimizer': 'Adam', 'dropout_rate': 0.0, 'postive_percentage': 0.6}"
0.5937692402413496,0.505167761059088,0.5937692402413496,0.5374297532802506,"[[0, 0, 2415, 650], [0, 0, 2447, 668], [0, 0, 16902, 3364], [0, 0, 6951, 7208]]","              precision    recall  f1-score   support

    hypernym       0.00      0.00      0.00      3065
     hyponym       0.00      0.00      0.00      3115
        none       0.59      0.83      0.69     20266
    synonymy       0.61      0.51      0.55     14159

    accuracy                           0.59     40605
   macro avg       0.30      0.34      0.31     40605
weighted avg       0.51      0.59      0.54     40605
","{'lr': 1e-05, 'num_epochs': 50, 'batch_size': 512, 'hidden_sizes': '[512]', 'activation': 'tanh', 'optimizer': 'SGD', 'dropout_rate': 0.0, 'postive_percentage': 0.7}"
0.6201206747937447,0.5607263952869138,0.6201206747937447,0.5626745664956564,"[[0, 2, 2372, 691], [0, 7, 2328, 780], [0, 7, 17471, 2788], [0, 1, 6456, 7702]]","              precision    recall  f1-score   support

    hypernym       0.00      0.00      0.00      3065
     hyponym       0.41      0.00      0.00      3115
        none       0.61      0.86      0.71     20266
    synonymy       0.64      0.54      0.59     14159

    accuracy                           0.62     40605
   macro avg       0.42      0.35      0.33     40605
weighted avg       0.56      0.62      0.56     40605
","{'lr': 0.0001, 'num_epochs': 20, 'batch_size': 256, 'hidden_sizes': '[128, 64]', 'activation': 'relu', 'optimizer': 'SGD', 'dropout_rate': 0.0, 'postive_percentage': 0.7}"
0.5117663940307074,0.26190484205919334,0.5117663940307074,0.346488509194726,"[[0, 0, 3129, 0], [0, 0, 3126, 0], [0, 0, 21399, 0], [0, 0, 14160, 0]]","              precision    recall  f1-score   support

    hypernym       0.00      0.00      0.00      3129
     hyponym       0.00      0.00      0.00      3126
        none       0.51      1.00      0.68     21399
    synonymy       0.00      0.00      0.00     14160

    accuracy                           0.51     41814
   macro avg       0.13      0.25      0.17     41814
weighted avg       0.26      0.51      0.35     41814
","{'lr': 0.1, 'num_epochs': 50, 'batch_size': 256, 'hidden_sizes': '[512, 256, 128, 64]', 'activation': 'relu', 'optimizer': 'SGD', 'dropout_rate': 0.0, 'postive_percentage': 0.6}"
0.34870089890407585,0.12159231689651052,0.34870089890407585,0.18031027783152473,"[[0, 0, 0, 3065], [0, 0, 0, 3115], [0, 0, 0, 20266], [0, 0, 0, 14159]]","              precision    recall  f1-score   support

    hypernym       0.00      0.00      0.00      3065
     hyponym       0.00      0.00      0.00      3115
        none       0.00      0.00      0.00     20266
    synonymy       0.35      1.00      0.52     14159

    accuracy                           0.35     40605
   macro avg       0.09      0.25      0.13     40605
weighted avg       0.12      0.35      0.18     40605
","{'lr': 0.1, 'num_epochs': 50, 'batch_size': 64, 'hidden_sizes': '[256, 128, 64]', 'activation': 'tanh', 'optimizer': 'Adam', 'dropout_rate': 0.0, 'postive_percentage': 0.7}"
0.5117663940307074,0.26190484205919334,0.5117663940307074,0.346488509194726,"[[0, 0, 3129, 0], [0, 0, 3126, 0], [0, 0, 21399, 0], [0, 0, 14160, 0]]","              precision    recall  f1-score   support

    hypernym       0.00      0.00      0.00      3129
     hyponym       0.00      0.00      0.00      3126
        none       0.51      1.00      0.68     21399
    synonymy       0.00      0.00      0.00     14160

    accuracy                           0.51     41814
   macro avg       0.13      0.25      0.17     41814
weighted avg       0.26      0.51      0.35     41814
","{'lr': 0.1, 'num_epochs': 20, 'batch_size': 32, 'hidden_sizes': '[1024, 512, 256, 128, 64]', 'activation': 'relu', 'optimizer': 'Adam', 'dropout_rate': 0.0, 'postive_percentage': 0.6}"
0.5117663940307074,0.26190484205919334,0.5117663940307074,0.346488509194726,"[[0, 0, 3129, 0], [0, 0, 3126, 0], [0, 0, 21399, 0], [0, 0, 14160, 0]]","              precision    recall  f1-score   support

    hypernym       0.00      0.00      0.00      3129
     hyponym       0.00      0.00      0.00      3126
        none       0.51      1.00      0.68     21399
    synonymy       0.00      0.00      0.00     14160

    accuracy                           0.51     41814
   macro avg       0.13      0.25      0.17     41814
weighted avg       0.26      0.51      0.35     41814
","{'lr': 0.01, 'num_epochs': 20, 'batch_size': 32, 'hidden_sizes': '[512]', 'activation': 'tanh', 'optimizer': 'Adam', 'dropout_rate': 0.0, 'postive_percentage': 0.6}"
0.34870089890407585,0.12159231689651052,0.34870089890407585,0.18031027783152473,"[[0, 0, 0, 3065], [0, 0, 0, 3115], [0, 0, 0, 20266], [0, 0, 0, 14159]]","              precision    recall  f1-score   support

    hypernym       0.00      0.00      0.00      3065
     hyponym       0.00      0.00      0.00      3115
        none       0.00      0.00      0.00     20266
    synonymy       0.35      1.00      0.52     14159

    accuracy                           0.35     40605
   macro avg       0.09      0.25      0.13     40605
weighted avg       0.12      0.35      0.18     40605
","{'lr': 0.1, 'num_epochs': 50, 'batch_size': 64, 'hidden_sizes': '[256]', 'activation': 'relu', 'optimizer': 'Adam', 'dropout_rate': 0.0, 'postive_percentage': 0.7}"
0.7923654722324837,0.7850227772607594,0.7923654722324837,0.784250065140192,"[[1102, 94, 1408, 461], [45, 1653, 968, 449], [416, 421, 17856, 1573], [157, 361, 2078, 11563]]","              precision    recall  f1-score   support

    hypernym       0.64      0.36      0.46      3065
     hyponym       0.65      0.53      0.59      3115
        none       0.80      0.88      0.84     20266
    synonymy       0.82      0.82      0.82     14159

    accuracy                           0.79     40605
   macro avg       0.73      0.65      0.68     40605
weighted avg       0.79      0.79      0.78     40605
","{'lr': 0.001, 'num_epochs': 50, 'batch_size': 256, 'hidden_sizes': '[128, 64]', 'activation': 'tanh', 'optimizer': 'SGD', 'dropout_rate': 0.0, 'postive_percentage': 0.7}"
0.6783154783893609,0.671869411887979,0.6783154783893609,0.6295386056881932,"[[149, 31, 2623, 262], [32, 207, 2411, 465], [65, 61, 19245, 895], [144, 149, 5924, 7942]]","              precision    recall  f1-score   support

    hypernym       0.38      0.05      0.09      3065
     hyponym       0.46      0.07      0.12      3115
        none       0.64      0.95      0.76     20266
    synonymy       0.83      0.56      0.67     14159

    accuracy                           0.68     40605
   macro avg       0.58      0.41      0.41     40605
weighted avg       0.67      0.68      0.63     40605
","{'lr': 0.0001, 'num_epochs': 20, 'batch_size': 32, 'hidden_sizes': '[256, 128, 64]', 'activation': 'relu', 'optimizer': 'SGD', 'dropout_rate': 0.0, 'postive_percentage': 0.7}"
0.9176352417850481,0.918278506969605,0.9176352417850481,0.9173392327931766,"[[2574, 17, 502, 36], [25, 2714, 320, 67], [401, 284, 19353, 1361], [29, 40, 362, 13729]]","              precision    recall  f1-score   support

    hypernym       0.85      0.82      0.84      3129
     hyponym       0.89      0.87      0.88      3126
        none       0.94      0.90      0.92     21399
    synonymy       0.90      0.97      0.94     14160

    accuracy                           0.92     41814
   macro avg       0.90      0.89      0.89     41814
weighted avg       0.92      0.92      0.92     41814
","{'lr': 0.0001, 'num_epochs': 50, 'batch_size': 32, 'hidden_sizes': '[1024, 512, 256, 128, 64]', 'activation': 'relu', 'optimizer': 'Adam', 'dropout_rate': 0.0, 'postive_percentage': 0.6}"
0.8957517547100111,0.8963381129552058,0.8957517547100111,0.894935043318261,"[[2284, 19, 697, 65], [20, 2450, 566, 79], [305, 172, 18892, 897], [58, 32, 1323, 12746]]","              precision    recall  f1-score   support

    hypernym       0.86      0.75      0.80      3065
     hyponym       0.92      0.79      0.85      3115
        none       0.88      0.93      0.91     20266
    synonymy       0.92      0.90      0.91     14159

    accuracy                           0.90     40605
   macro avg       0.89      0.84      0.87     40605
weighted avg       0.90      0.90      0.89     40605
","{'lr': 0.0001, 'num_epochs': 20, 'batch_size': 256, 'hidden_sizes': '[512]', 'activation': 'sigmoid', 'optimizer': 'Adam', 'dropout_rate': 0.0, 'postive_percentage': 0.7}"
0.5117663940307074,0.26190484205919334,0.5117663940307074,0.346488509194726,"[[0, 0, 3129, 0], [0, 0, 3126, 0], [0, 0, 21399, 0], [0, 0, 14160, 0]]","              precision    recall  f1-score   support

    hypernym       0.00      0.00      0.00      3129
     hyponym       0.00      0.00      0.00      3126
        none       0.51      1.00      0.68     21399
    synonymy       0.00      0.00      0.00     14160

    accuracy                           0.51     41814
   macro avg       0.13      0.25      0.17     41814
weighted avg       0.26      0.51      0.35     41814
","{'lr': 0.01, 'num_epochs': 50, 'batch_size': 512, 'hidden_sizes': '[1024, 512, 256, 128, 64]', 'activation': 'tanh', 'optimizer': 'Adam', 'dropout_rate': 0.0, 'postive_percentage': 0.6}"
0.49910109592414725,0.24910190395268483,0.49910109592414725,0.33233503014567756,"[[0, 0, 3065, 0], [0, 0, 3115, 0], [0, 0, 20266, 0], [0, 0, 14159, 0]]","              precision    recall  f1-score   support

    hypernym       0.00      0.00      0.00      3065
     hyponym       0.00      0.00      0.00      3115
        none       0.50      1.00      0.67     20266
    synonymy       0.00      0.00      0.00     14159

    accuracy                           0.50     40605
   macro avg       0.12      0.25      0.17     40605
weighted avg       0.25      0.50      0.33     40605
","{'lr': 0.1, 'num_epochs': 50, 'batch_size': 64, 'hidden_sizes': '[128]', 'activation': 'relu', 'optimizer': 'SGD', 'dropout_rate': 0.0, 'postive_percentage': 0.7}"
0.8908021236906299,0.8945456315397189,0.8908021236906299,0.8910232060370796,"[[2529, 43, 394, 163], [46, 2556, 313, 211], [763, 451, 18554, 1631], [68, 59, 424, 13609]]","              precision    recall  f1-score   support

    hypernym       0.74      0.81      0.77      3129
     hyponym       0.82      0.82      0.82      3126
        none       0.94      0.87      0.90     21399
    synonymy       0.87      0.96      0.91     14160

    accuracy                           0.89     41814
   macro avg       0.84      0.86      0.85     41814
weighted avg       0.89      0.89      0.89     41814
","{'lr': 0.0001, 'num_epochs': 20, 'batch_size': 32, 'hidden_sizes': '[128, 64]', 'activation': 'sigmoid', 'optimizer': 'Adam', 'dropout_rate': 0.0, 'postive_percentage': 0.6}"
0.5117663940307074,0.26190484205919334,0.5117663940307074,0.346488509194726,"[[0, 0, 3129, 0], [0, 0, 3126, 0], [0, 0, 21399, 0], [0, 0, 14160, 0]]","              precision    recall  f1-score   support

    hypernym       0.00      0.00      0.00      3129
     hyponym       0.00      0.00      0.00      3126
        none       0.51      1.00      0.68     21399
    synonymy       0.00      0.00      0.00     14160

    accuracy                           0.51     41814
   macro avg       0.13      0.25      0.17     41814
weighted avg       0.26      0.51      0.35     41814
","{'lr': 1e-05, 'num_epochs': 20, 'batch_size': 128, 'hidden_sizes': '[512, 256, 128, 64]', 'activation': 'tanh', 'optimizer': 'SGD', 'dropout_rate': 0.0, 'postive_percentage': 0.6}"
0.9034055579470991,0.9028553025005541,0.9034055579470991,0.902933933479629,"[[2421, 27, 624, 57], [23, 2584, 442, 77], [431, 309, 19487, 1172], [44, 29, 804, 13283]]","              precision    recall  f1-score   support

    hypernym       0.83      0.77      0.80      3129
     hyponym       0.88      0.83      0.85      3126
        none       0.91      0.91      0.91     21399
    synonymy       0.91      0.94      0.92     14160

    accuracy                           0.90     41814
   macro avg       0.88      0.86      0.87     41814
weighted avg       0.90      0.90      0.90     41814
","{'lr': 0.0001, 'num_epochs': 50, 'batch_size': 32, 'hidden_sizes': '[128]', 'activation': 'sigmoid', 'optimizer': 'Adam', 'dropout_rate': 0.0, 'postive_percentage': 0.6}"
0.7624958147988712,0.7054197636588355,0.7624958147988712,0.7310150445883641,"[[0, 39, 2762, 328], [0, 1662, 1247, 217], [0, 640, 18707, 2052], [0, 279, 2367, 11514]]","              precision    recall  f1-score   support

    hypernym       0.00      0.00      0.00      3129
     hyponym       0.63      0.53      0.58      3126
        none       0.75      0.87      0.80     21399
    synonymy       0.82      0.81      0.81     14160

    accuracy                           0.76     41814
   macro avg       0.55      0.55      0.55     41814
weighted avg       0.71      0.76      0.73     41814
","{'lr': 0.01, 'num_epochs': 20, 'batch_size': 128, 'hidden_sizes': '[256, 128, 64]', 'activation': 'relu', 'optimizer': 'Adam', 'dropout_rate': 0.0, 'postive_percentage': 0.6}"
