,sense1_heading,sense1_web_id,sense1_gloss,sense2_heading,sense2_web_id,sense2_gloss,hypernym,hyponym,none,synonymy
79,lielums,1.2.,"augumlielums Standartizets apmers (parasti apgerbam, apaviem); šada apmera numurs;  .",numurs,2.,"Standartizets un ar ciparu, ciparu kopu apzimets (ka) lielums.",7.224021e-07,3.1396296e-12,0.9999993,1.0552902e-25
80,lielums,2.,"liels Visparinata ipašiba ?   , šis ipašibas konkreta izpausme.",numurs,2.,"Standartizets un ar ciparu, ciparu kopu apzimets (ka) lielums.",2.9142338e-11,7.353618e-17,1.0,1.08263e-40
81,lielums,4.,Izcili pozitivu personibas ipašibu kopums.,numurs,2.,"Standartizets un ar ciparu, ciparu kopu apzimets (ka) lielums.",2.8059088e-10,4.379117e-18,1.0,2.6134774e-38
82,lielums,5.,Vairums ; lielaka dala.,numurs,2.,"Standartizets un ar ciparu, ciparu kopu apzimets (ka) lielums.",1.2510365e-07,9.577449e-14,0.9999999,2.241645e-28
83,izdevums,1.,"Tas, kas ir iespiests un izdots; gatavs iespieddarbs vai iespieddarbu kopums.",numurs,3.,"Periodiska izdevuma (parasti laikraksta, žurnala) karteja, ar ciparu, ciparu kopu apzimeta iespiedvieniba.",3.0202145e-06,1.0817455e-05,0.9999862,1.757732e-21
84,izdevums,1.1.,"Iespieddarba visu eksemplaru kopums, kas izdots viena reize.",numurs,3.,"Periodiska izdevuma (parasti laikraksta, žurnala) karteja, ar ciparu, ciparu kopu apzimeta iespiedvieniba.",4.6510095e-07,1.0072525e-08,0.9999995,6.8259316e-25
85,izdevums,2.,"Naudas summas, kas jaizdod, jasamaksa (par ko).",numurs,3.,"Periodiska izdevuma (parasti laikraksta, žurnala) karteja, ar ciparu, ciparu kopu apzimeta iespiedvieniba.",2.6285906e-07,3.8138577e-09,0.99999976,9.8754914e-26
86,laikraksts,1.,Periodisks izdevums (vairaku lielu lapu veida) ar aktualu saturu.,numurs,3.,"Periodiska izdevuma (parasti laikraksta, žurnala) karteja, ar ciparu, ciparu kopu apzimeta iespiedvieniba.",4.4301802e-07,2.334069e-09,0.9999995,3.0730054e-25
87,žurnals,1.,"Periodisks izdevums (brošuras vai gramatas veida), kuram parasti ir noteikta, kadam lasitaju lokam paredzeta tematika.",numurs,3.,"Periodiska izdevuma (parasti laikraksta, žurnala) karteja, ar ciparu, ciparu kopu apzimeta iespiedvieniba.",9.653441e-06,2.0725613e-06,0.9999883,4.3229124e-20
88,žurnals,2.,"Klade, burtnica u. tml. sistematiskiem, periodiskiem (kadu faktu) oficialiem pierakstiem.",numurs,3.,"Periodiska izdevuma (parasti laikraksta, žurnala) karteja, ar ciparu, ciparu kopu apzimeta iespiedvieniba.",1.8397237e-05,5.6903677e-06,0.9999759,4.1466112e-19
89,žurnals,3.,"Datne, kuru operetajsistema izmanto statistiskas informacijas, dažadu zinojumu u. c. datu vakšanai un uzskaitei.",numurs,3.,"Periodiska izdevuma (parasti laikraksta, žurnala) karteja, ar ciparu, ciparu kopu apzimeta iespiedvieniba.",1.26107e-06,3.0254325e-06,0.9999957,1.0271172e-22
90,cipars,1.,Grafiska zime skaitla apzimešanai.,numurs,3.,"Periodiska izdevuma (parasti laikraksta, žurnala) karteja, ar ciparu, ciparu kopu apzimeta iespiedvieniba.",1.5872862e-07,2.5019894e-10,0.9999999,7.196372e-27
91,cipars,1.1.,"Ar šadam zimem apzimets skaitlis, daudzums.",numurs,3.,"Periodiska izdevuma (parasti laikraksta, žurnala) karteja, ar ciparu, ciparu kopu apzimeta iespiedvieniba.",1.7900953e-06,5.6342374e-06,0.9999926,6.150472e-22
92,cipars,2.,Joks ; interesants gajiens.,numurs,3.,"Periodiska izdevuma (parasti laikraksta, žurnala) karteja, ar ciparu, ciparu kopu apzimeta iespiedvieniba.",0.00045767048,0.8311733,0.1683691,2.9268786e-12
93,kopa,1.,"Grupa, kuras sastavdalas saista noteiktas attieksmes, pazimes, ipašibas.",numurs,3.,"Periodiska izdevuma (parasti laikraksta, žurnala) karteja, ar ciparu, ciparu kopu apzimeta iespiedvieniba.",2.3957378e-08,9.68649e-09,1.0,1.0458594e-28
94,kopa,1.1.,"Patvaligu elementu savienojums viena vesela (ari klase, sistema utt.), ko raksturo noteikta ipašiba vai pazime (piemeram, visu veselo skaitlu kopa, kuri dalas ar ).",numurs,3.,"Periodiska izdevuma (parasti laikraksta, žurnala) karteja, ar ciparu, ciparu kopu apzimeta iespiedvieniba.",2.316306e-06,0.00014137907,0.99985635,2.6992438e-21
95,kopa,2.,Kopina  .,numurs,3.,"Periodiska izdevuma (parasti laikraksta, žurnala) karteja, ar ciparu, ciparu kopu apzimeta iespiedvieniba.",0.0002520727,0.9955974,0.0041505243,6.1749655e-10
96,kopa,3.,"Uzberums (parasti zemes, smilšu).",numurs,3.,"Periodiska izdevuma (parasti laikraksta, žurnala) karteja, ar ciparu, ciparu kopu apzimeta iespiedvieniba.",0.00011911936,0.0031289887,0.9967519,1.2765001e-15
97,kopa,4.,"Kulis, viškis.",numurs,3.,"Periodiska izdevuma (parasti laikraksta, žurnala) karteja, ar ciparu, ciparu kopu apzimeta iespiedvieniba.",0.009372605,0.06951154,0.9211159,2.8976313e-11
98,kopa,5.,"Bars, pulks.",numurs,3.,"Periodiska izdevuma (parasti laikraksta, žurnala) karteja, ar ciparu, ciparu kopu apzimeta iespiedvieniba.",1.4160134e-06,0.99999774,1.00586114e-07,6.953221e-07
99,kopa,6.,Stati pa  kuliem.,numurs,3.,"Periodiska izdevuma (parasti laikraksta, žurnala) karteja, ar ciparu, ciparu kopu apzimeta iespiedvieniba.",3.0524403e-05,9.0493355e-09,0.9999695,2.8978082e-20
100,kopu,1.,"Kopigs, kolektivi izmantojams.",numurs,3.,"Periodiska izdevuma (parasti laikraksta, žurnala) karteja, ar ciparu, ciparu kopu apzimeta iespiedvieniba.",3.119146e-05,0.8885502,0.11141861,1.6770893e-14
101,kopu,2.,"Kopejs, vienots.",numurs,3.,"Periodiska izdevuma (parasti laikraksta, žurnala) karteja, ar ciparu, ciparu kopu apzimeta iespiedvieniba.",1.3364489e-06,4.953036e-07,0.9999982,5.3285055e-23
102,telpa,1.,Ar buvkonstrukcijam norobežota (celtnes) dala.,numurs,4.,"Atseviška telpa vai telpu kopums (parasti viesnica, sanatorija), kas ir apzimets ar ciparu, ciparu kopu.",3.4664588e-06,2.2188665e-07,0.9999963,1.1936573e-21
103,telpa,1.1.,"Ar konstrukcijam, veidojumiem norobežota (iekartas, ierices u. tml.) dala.",numurs,4.,"Atseviška telpa vai telpu kopums (parasti viesnica, sanatorija), kas ir apzimets ar ciparu, ciparu kopu.",5.305375e-06,1.8118341e-06,0.99999285,9.369346e-21
104,telpa,1.2.,"Norobežota, parasti tukša (vielas kopuma, iežu u. tml.) dala; ar šunam, audiem norobežota, parasti tukša (organisma) dala.",numurs,4.,"Atseviška telpa vai telpu kopums (parasti viesnica, sanatorija), kas ir apzimets ar ciparu, ciparu kopu.",3.4762302e-06,2.4563828e-06,0.99999404,2.3621403e-21
105,telpa,2.,"Vieta, ari vides dala, kurai (parasti) ir noteiktas robežas un kura kas atrodas, noris vai kurai ir kadas funkcijas.",numurs,4.,"Atseviška telpa vai telpu kopums (parasti viesnica, sanatorija), kas ir apzimets ar ciparu, ciparu kopu.",1.1777994e-07,1.918011e-08,0.9999999,1.1230978e-26
106,telpa,2.1.,Datu glabašanai paredzeta vieta datora atmina.,numurs,4.,"Atseviška telpa vai telpu kopums (parasti viesnica, sanatorija), kas ir apzimets ar ciparu, ciparu kopu.",6.3546906e-08,5.8244325e-12,0.9999999,8.663667e-29
